 0.00000000e+00  0.00000000e+00 
 2.00000000e-08  5.54629017e-06 
 2.00453992e-08  5.60150977e-06 
 2.01361976e-08  5.70374815e-06 
 2.03177943e-08  5.91378646e-06 
 2.06130164e-08  6.25462924e-06 
 2.12034605e-08  6.95767474e-06 
 2.22122314e-08  8.20076009e-06 
 2.38968075e-08  1.04204624e-05 
 2.69724093e-08  1.49184455e-05 
 3.06551869e-08  2.10775665e-05 
 3.72148348e-08  3.40282578e-05 
 4.36663641e-08  4.90799265e-05 
 5.48861614e-08  7.98981321e-05 
 6.63762132e-08  1.16537086e-04 
 8.24765532e-08  1.74080199e-04 
 1.00353107e-07  2.43443337e-04 
 1.22407060e-07  3.32307219e-04 
 1.47197202e-07  4.31382649e-04 
 1.85200647e-07  5.71809469e-04 
 2.25347268e-07  6.97412240e-04 
 2.70873812e-07  8.06993971e-04 
 3.16705829e-07  8.83505470e-04 
 3.70965033e-07  9.37594936e-04 
 4.36124007e-07  9.64387955e-04 
 4.99904318e-07  9.64450438e-04 
 5.59171795e-07  9.51443878e-04 
 6.25865318e-07  9.29489777e-04 
 6.92271446e-07  9.04365744e-04 
 7.59635099e-07  8.78120638e-04 
 8.34739908e-07  8.49626813e-04 
 9.02995079e-07  8.25400514e-04 
 9.66318775e-07  8.05153831e-04 
 1.03625375e-06  7.86275279e-04 
 1.12602055e-06  7.69331161e-04 
 1.24786437e-06  7.63995606e-04 
 1.40400628e-06  7.96675903e-04 
 1.60697077e-06  9.25744305e-04 
 1.86631807e-06  1.27128611e-03 
 2.20595929e-06  2.10361768e-03 
 2.65341752e-06  3.99449883e-03 
 3.26440493e-06  8.28987145e-03 
 4.13416339e-06  1.82475198e-02 
 5.19910734e-06  3.68993014e-02 
 6.28837833e-06  6.30942838e-02 
 7.41743107e-06  9.69833367e-02 
 8.67815991e-06  1.41443704e-01 
 9.98924316e-06  1.93278520e-01 
 1.00000000e-05  1.93723395e-01 
 1.00215137e-05  1.94614372e-01 
 1.00645410e-05  1.96398478e-01 
 1.01505958e-05  1.99978838e-01 
 1.03227052e-05  2.07186333e-01 
 1.06669241e-05  2.21772859e-01 
 1.13553619e-05  2.51523791e-01 
 1.27322374e-05  3.12612689e-01 
 1.42303763e-05  3.80330952e-01 
 1.54861075e-05  4.37208102e-01 
 1.67635227e-05  4.94565394e-01 
 1.78821288e-05  5.44098367e-01 
 1.89866063e-05  5.92207166e-01 
 2.01891078e-05  6.43586008e-01 
 2.13308072e-05  6.91357849e-01 
 2.25492277e-05  7.41242422e-01 
 2.39522260e-05  7.97297405e-01 
 2.55812087e-05  8.60572953e-01 
 2.76581817e-05  9.38557243e-01 
 3.03417031e-05  1.03509609e+00 
 3.43417031e-05  1.17077181e+00 
 3.83417031e-05  1.29722834e+00 
 4.23417031e-05  1.41506576e+00 
 4.63417031e-05  1.52480114e+00 
 5.03417031e-05  1.62693179e+00 
 5.43417031e-05  1.72194397e+00 
 5.83417031e-05  1.81030871e+00 
 6.23417031e-05  1.89247289e+00 
 6.63417031e-05  1.96885855e+00 
 7.03417031e-05  2.03986102e+00 
 7.43417031e-05  2.10585148e+00 
 7.83417031e-05  2.16717667e+00 
 8.23417031e-05  2.22416131e+00 
 8.63417031e-05  2.27710813e+00 
 9.03417031e-05  2.32630004e+00 
 9.43417031e-05  2.37200042e+00 
 9.83417031e-05  2.41445503e+00 
 1.02341703e-04  2.45389247e+00 
 1.06341703e-04  2.49052583e+00 
 1.10341703e-04  2.52455320e+00 
 1.14341703e-04  2.55615908e+00 
 1.18341703e-04  2.58551492e+00 
 1.22341703e-04  2.61278030e+00 
 1.26341703e-04  2.63810352e+00 
 1.30341703e-04  2.66162249e+00 
 1.34341703e-04  2.68346538e+00 
 1.38341703e-04  2.70375133e+00 
 1.42341703e-04  2.72259107e+00 
 1.46341703e-04  2.74008747e+00 
 1.50341703e-04  2.75633616e+00 
 1.54341703e-04  2.77142593e+00 
 1.58341703e-04  2.78543936e+00 
 1.62341703e-04  2.79845307e+00 
 1.66341703e-04  2.81053834e+00 
 1.70341703e-04  2.82176128e+00 
 1.74341703e-04  2.83218340e+00 
 1.78341703e-04  2.84186175e+00 
 1.82341703e-04  2.85084940e+00 
 1.86341703e-04  2.85919557e+00 
 1.90341703e-04  2.86694604e+00 
 1.94341703e-04  2.87414328e+00 
 1.98341703e-04  2.88082677e+00 
 2.00000000e-04  2.88345468e+00 
